Date,Fund,Index
7/16/2017,132.5058669,122.6906175
7/23/2017,138.9851215,128.6899273
7/30/2017,143.3670081,132.7472297
8/6/2017,149.3219208,138.2610378
8/13/2017,140.4832078,130.0770443
8/20/2017,138.9476641,128.6552445
8/27/2017,141.4195071,130.943988
9/3/2017,144.7527594,134.0303328
9/10/2017,143.4419229,132.8165953
9/17/2017,139.8090485,129.4528227
9/24/2017,143.3670081,132.7472297
10/1/2017,150.8574522,139.6828261
10/8/2017,148.5354139,137.5327907
10/15/2017,146.7751753,135.9029401
10/22/2017,146.9249804,136.0416485
10/29/2017,146.512998,135.6601834
11/5/2017,147.0747977,136.1803683
11/12/2017,137.93645,127.7189352
11/19/2017,135.0900948,125.0834211
11/26/2017,136.700516,126.5745519
12/3/2017,135.2024421,125.1874463
12/10/2017,139.8090485,129.4528227
12/17/2017,147.6740172,136.7352011
12/24/2017,148.2358042,137.2553742
12/31/2017,148.8350363,137.8102188
1/7/2018,150.782562,139.6134833
1/14/2018,152.280636,141.0005888
1/21/2018,152.7675081,141.4513964
1/28/2018,150.1458601,139.0239446
2/4/2018,156.2505779,144.676461
2/11/2018,146.9249804,136.0416485
2/18/2018,155.5015407,143.982908
2/25/2018,151.494154,140.2723649
3/4/2018,144.1535273,133.4754882
3/11/2018,150.8200198,139.6481665
3/18/2018,148.423054,137.4287537
3/25/2018,151.1570742,139.9602539
4/1/2018,157.823554,146.1329204
4/8/2018,160.9695316,149.0458626
4/15/2018,169.845727,157.2645621
4/22/2018,174.9392303,161.9807688
4/29/2018,176.8118415,163.7146681
5/6/2018,176.4373166,163.3678857
5/13/2018,181.006478,167.5985907
5/20/2018,181.8678874,168.396192
5/27/2018,182.0551372,168.5695714
6/3/2018,185.5927734,171.8451606
6/10/2018,187.3425817,173.4653534
6/17/2018,187.6849142,173.782328
6/24/2018,180.8759208,167.4777045
7/1/2018,179.2022036,165.9279663
7/8/2018,172.0128076,159.2711182
7/15/2018,176.1210232,163.0750214
7/22/2018,182.0551372,168.5695714
7/29/2018,174.5994744,161.66618
8/5/2018,168.6273272,156.136414
8/12/2018,166.3449851,154.0231344
8/19/2018,161.3238328,149.3739193
8/26/2018,164.2528197,152.0859442
9/2/2018,157.3297157,145.6756627
9/9/2018,146.5266179,135.6727944
9/16/2018,146.3364162,135.4966817
9/23/2018,149.6077856,138.5257274
9/30/2018,148.4666021,137.469076
10/7/2018,141.505453,131.0235676
10/14/2018,129.6372496,120.0344903
10/21/2018,124.6921629,115.4557064
10/28/2018,124.0074729,114.8217342
11/4/2018,134.8486158,124.8598294
11/11/2018,122.6380676,113.5537663
11/18/2018,120.5839474,111.6518031
11/25/2018,114.1173115,105.6641773
12/2/2018,113.0902391,104.7131843
12/9/2018,110.7318314,102.5294735
12/16/2018,110.3894739,102.2124759
12/23/2018,108.6396784,100.5922948
12/30/2018,109.0581014,100.9797235
1/6/2019,108.9059452,100.8388382
1/13/2019,112.9380829,104.572299
1/20/2019,116.8180893,108.1648975
1/27/2019,117.1604345,108.4818838
2/3/2019,108.6016456,100.5570792
2/10/2019,102.8957595,95.27385138
2/17/2019,108.2212303,100.2048429
2/24/2019,108.0690868,100.0639693
3/3/2019,114.6878907,106.1924914
3/10/2019,110.0851493,101.9306938
3/17/2019,111.3784886,103.1282302
3/24/2019,107.3463386,99.394758
3/31/2019,109.2102576,101.1206089
4/7/2019,111.7588665,103.480432
4/14/2019,112.86203,104.5018796
4/21/2019,121.26865,112.2857871
4/28/2019,118.6439505,109.8555097
5/5/2019,114.5357346,106.0516061
5/12/2019,108.6777112,100.6275103
5/19/2019,105.9769337,98.1267905
5/26/2019,102.8577267,95.23863583
6/2/2019,98.66344641,91.35504297
6/9/2019,103.9160974,96.21860867
6/16/2019,101.2505697,93.75052748
6/23/2019,106.5816185,98.6866838
6/30/2019,109.560732,101.4451222
7/7/2019,109.756724,101.6265963
7/14/2019,110.6582923,102.4613818
7/21/2019,121.0067854,112.0433198
7/28/2019,116.4205149,107.7967731
8/4/2019,109.560732,101.4451222
8/11/2019,106.9344067,99.01333952
8/18/2019,102.6225261,95.0208575
8/25/2019,104.9352656,97.16228299
9/1/2019,105.0920618,97.30746461
9/8/2019,108.463172,100.4288629
9/15/2019,111.6382647,103.3687636
9/22/2019,103.6025051,95.92824542
9/29/2019,103.3281213,95.6741864
10/6/2019,99.80022111,92.40761213
10/13/2019,103.0145228,95.38381745
10/20/2019,102.3089403,94.73050032
10/27/2019,106.3464179,98.46890548
11/3/2019,108.5023551,100.4651436
11/10/2019,108.7767516,100.7192144
11/17/2019,107.9927708,99.9933063
11/24/2019,109.4431444,101.3362448
12/1/2019,109.756724,101.6265963
12/8/2019,108.6983472,100.6466177
12/15/2019,108.541551,100.5014361
12/22/2019,103.8768949,96.18231014
12/29/2019,106.4248223,98.54150218
1/5/2020,106.0720342,98.21484646
1/12/2020,105.9936302,98.14225014
1/19/2020,107.2088027,99.26740993
1/26/2020,101.9169625,94.36755783
2/2/2020,95.13555276,88.08847478
2/9/2020,97.87947218,90.62914091
2/16/2020,99.17303689,91.82688601
2/23/2020,95.95873556,88.85068107
3/1/2020,86.98219893,80.53907308
3/8/2020,81.88635068,75.82069508
3/15/2020,67.69637167,62.68182562
3/22/2020,74.88935718,69.34199739
3/29/2020,73.08621429,67.67242064
4/5/2020,71.47906383,66.18431836
4/12/2020,78.75044108,72.91707507
4/19/2020,77.82927477,72.06414331
4/26/2020,72.04744811,66.7106001
5/3/2020,75.71253342,70.10419761
5/10/2020,73.3606046,67.92648574
5/17/2020,67.55918614,62.55480199
5/24/2020,72.55981511,67.18501399
5/31/2020,77.70216341,71.9464476
6/7/2020,83.69482736,77.49521052
6/14/2020,76.81136343,71.12163281
6/21/2020,78.71444057,72.88374127
6/28/2020,75.31320174,69.73444606
7/5/2020,77.05431164,71.34658485
7/12/2020,77.62118245,71.87146523
7/19/2020,79.56475007,73.67106488
7/26/2020,76.40645371,70.7467164
8/2/2020,77.33775032,71.60902808
8/9/2020,77.8438889,72.07767491
8/16/2020,82.03470458,75.95805979
8/23/2020,78.35002133,72.54631605
8/30/2020,77.78315011,72.02143528
9/6/2020,80.8402176,74.85205333
9/13/2020,85.51692395,79.18233699
9/20/2020,87.29853006,80.83197228
9/27/2020,84.58562734,78.32002532
10/4/2020,86.36723345,79.9696606
10/11/2020,88.99914947,82.40661988
10/18/2020,85.23348527,78.91989376
10/25/2020,84.34268528,78.09507897
11/1/2020,78.53223074,72.71502847
11/8/2020,85.75987216,79.40728903
11/15/2020,91.79302044,84.99353745
11/22/2020,93.85806524,86.90561596
11/29/2020,92.88627856,86.00581348
12/6/2020,90.82123991,84.09374066
12/13/2020,91.59056886,84.80608228
12/20/2020,96.44948463,89.30507836
12/27/2020,96.36850408,89.23009637
1/3/2021,97.7856848,90.54230074
1/10/2021,99.36483278,92.00447479
1/17/2021,100.8225101,93.35417605
1/24/2021,104.1427741,96.42849457
1/31/2021,104.0617874,96.35350689
2/7/2021,108.8397227,100.777521
2/14/2021,107.3010648,99.35283774
2/21/2021,108.4348068,100.4025989
2/28/2021,109.8115159,101.6773295
3/7/2021,111.1882,102.952037
3/14/2021,115.4397545,106.8886615
3/21/2021,111.9575224,103.6643726
3/28/2021,108.5967806,100.5525746
4/4/2021,112.1194839,103.8143369
4/11/2021,112.4434192,104.114277
4/18/2021,113.2937226,104.901595
4/25/2021,115.8446576,107.2635719
5/2/2021,113.2127543,104.8266244
5/9/2021,118.6790314,109.887992
5/16/2021,118.9293399,110.1197592
5/23/2021,124.0110871,114.8250807
5/30/2021,133.6008381,123.7044797
6/6/2021,132.8631697,123.0214534
6/13/2021,135.7728713,125.7156216
